score_bucket,events,pump_rate,avg_mfe_pct,avg_mae_pct,avg_close_return_pct,threshold
"(-0.001, 55.0]",3,0.0,1.970093540395479,-14.502722505055303,-9.758466828722375,72.0
"(55.0, 60.0]",37833,0.18301482832447863,6.430975565804141,-6.300799661649723,-0.406598400079327,72.0
"(60.0, 65.0]",24271,0.18421161056404764,6.383588616920756,-5.900697083457743,-0.18951986887091105,72.0
"(65.0, 70.0]",9603,0.18796209517859003,6.3174980075081155,-6.0799163821855435,-0.6442617934556628,72.0
"(70.0, 75.0]",1577,0.15155358275206088,5.724332752442579,-7.751252710698635,-3.0172344147466927,72.0
"(75.0, 80.0]",55,0.05454545454545454,4.100120584252049,-6.557296218460798,-1.7898984128753852,72.0
