symbol,timeframe,direction,entry_time,entry_index,entry,initial_stop,tp1,tp2,tp3,score,reason,size_units,risk_amount,exit_time,exit_index,total_r,pnl_quote,status,exits,asset_class,hold_bars,entry_hour_utc,session
KSMUSDT,4h,long,2024-09-19T00:00:00+00:00,1572,21.034206,19.480428571428572,24.12914285714286,26.453500000000005,28.777857142857147,100,"long reclaim above 20.80000000; valid pullback; ICT(6): bull_fvg[1560:1562]=19.71000000-19.77000000;bull_ob=19.47000000-19.61000000;ote=20.43020000-20.87560000;sellside_sweep=19.38000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",59.35026768471211,92.21710630817797,2024-10-01T12:00:00+00:00,1647,-1.0129364610007567,-93.41006930753636,closed,"[{""timestamp"": ""2024-10-01T12:00:00+00:00"", ""price"": 19.476532485714287, ""fraction"": 1.0, ""r_multiple"": -1.0129364610007567, ""reason"": ""stop""}]",crypto,75,0,asia
ANKRUSDT,4h,long,2024-09-12T08:00:00+00:00,1532,0.025265052,0.02315257142857143,0.029474857142857146,0.032636000000000005,0.03579714285714286,100,"long reclaim above 0.02500000; valid pullback; ICT(6): bull_fvg[1529:1531]=0.02442000-0.02455000;bull_ob=0.02188000-0.02227000;ote=0.02343660-0.02368480;sellside_sweep=0.02253000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",44100.37497667731,93.16118533094554,2024-10-01T16:00:00+00:00,1648,0.7846930429781461,73.10293400479068,closed,"[{""timestamp"": ""2024-09-21T12:00:00+00:00"", ""price"": 0.029468962171428574, ""fraction"": 0.4, ""r_multiple"": 0.7918684076572411, ""reason"": ""tp1""}, {""timestamp"": ""2024-10-01T16:00:00+00:00"", ""price"": 0.0252599989896, ""fraction"": 0.6, ""r_multiple"": -0.007175364679094973, ""reason"": ""stop""}]",crypto,116,8,london
STORJUSDT,4h,long,2024-10-12T00:00:00+00:00,1710,0.44528903999999997,0.3981935714285714,0.5392128571428572,0.6097225,0.6802321428571427,100,"long reclaim above 0.43480000; valid pullback; ICT(6): bull_fvg[1697:1699]=0.39420000-0.40710000;bull_ob=0.38570000-0.39420000;ote=0.39951400-0.40519200;sellside_sweep=0.37860000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1953.7768228294633,92.0140349551505,2024-10-19T00:00:00+00:00,1752,3.330316698149001,306.4358770752036,closed,"[{""timestamp"": ""2024-10-15T12:00:00+00:00"", ""price"": 0.5391050145714286, ""fraction"": 0.4, ""r_multiple"": 0.7934709625654013, ""reason"": ""tp1""}, {""timestamp"": ""2024-10-15T16:00:00+00:00"", ""price"": 0.6096005554999999, ""fraction"": 0.3, ""r_multiple"": 1.0439829858358836, ""reason"": ""tp2""}, {""timestamp"": ""2024-10-19T00:00:00+00:00"", ""price"": 0.6800960964285713, ""fraction"": 0.30000000000000004, ""r_multiple"": 1.4928627497477163, ""reason"": ""tp3""}]",crypto,42,0,asia
STORJUSDT,4h,long,2024-10-19T00:00:00+00:00,1752,0.74294856,0.5488235714285714,1.1307528571428573,1.4217175000000002,1.712682142857143,100,"long reclaim above 0.66660000; valid pullback; ICT(6): bull_fvg[1744:1746]=0.57850000-0.58900000;bull_ob=0.48160000-0.49670000;ote=0.52083500-0.54863000;sellside_sweep=0.53080000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",489.77926245140935,95.07839372590256,2024-10-20T04:00:00+00:00,1759,-1.003226939847267,-95.38520598323082,closed,"[{""timestamp"": ""2024-10-20T04:00:00+00:00"", ""price"": 0.5487138067142857, ""fraction"": 1.0, ""r_multiple"": -1.003226939847267, ""reason"": ""stop""}]",crypto,7,0,asia
AGLDUSDT,4h,long,2024-10-14T08:00:00+00:00,1724,1.0432085999999998,0.9894428571428572,1.1501142857142854,1.2304499999999996,1.3107857142857138,100,"long reclaim above 1.03900000; valid pullback; ICT(6): bull_fvg[1708:1710]=1.01000000-1.02100000;bull_ob=0.94000000-0.97600000;ote=0.98448000-0.99944000;sellside_sweep=0.96600000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1711.3877734310274,92.0140349551505,2024-10-21T12:00:00+00:00,1767,2.6100657581074835,240.16268190174338,closed,"[{""timestamp"": ""2024-10-15T08:00:00+00:00"", ""price"": 1.1498842628571426, ""fraction"": 0.4, ""r_multiple"": 0.7871065856421616, ""reason"": ""tp1""}, {""timestamp"": ""2024-10-20T08:00:00+00:00"", ""price"": 1.2302039099999997, ""fraction"": 0.3, ""r_multiple"": 1.0383151153910575, ""reason"": ""tp2""}, {""timestamp"": ""2024-10-21T12:00:00+00:00"", ""price"": 1.184723008, ""fraction"": 0.30000000000000004, ""r_multiple"": 0.7846440570742643, ""reason"": ""stop""}]",crypto,43,8,london
GMXUSDT,4h,long,2024-10-20T12:00:00+00:00,1761,24.734946,22.84657142857143,28.49685714285714,31.321999999999996,34.14714285714285,100,"long reclaim above 23.67000000; valid pullback; ICT(8): bull_fvg[1745:1747]=22.94000000-23.01000000;bull_ob=22.24000000-22.68000000;ote=22.64130000-22.90140000;sellside_sweep=22.35000000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",49.84421157231759,94.12454166607024,2024-10-22T08:00:00+00:00,1772,-1.0124975700734917,-95.30086972117725,closed,"[{""timestamp"": ""2024-10-22T08:00:00+00:00"", ""price"": 22.842002114285716, ""fraction"": 1.0, ""r_multiple"": -1.0124975700734917, ""reason"": ""stop""}]",crypto,11,12,london
POWRUSDT,4h,long,2024-11-09T20:00:00+00:00,1883,0.21884376,0.20923571428571427,0.23792857142857143,0.252275,0.26662142857142856,100,"long reclaim above 0.21740000; valid pullback; ICT(8): bull_fvg[1869:1871]=0.21680000-0.21700000;bull_ob=0.20550000-0.21120000;ote=0.21117200-0.21341600;sellside_sweep=0.20040000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",9947.200776300737,95.57315978787591,2024-11-12T00:00:00+00:00,1896,3.3054146947469003,315.90892678623857,closed,"[{""timestamp"": ""2024-11-11T12:00:00+00:00"", ""price"": 0.23788098571428573, ""fraction"": 0.4, ""r_multiple"": 0.7849477979883527, ""reason"": ""tp1""}, {""timestamp"": ""2024-11-12T00:00:00+00:00"", ""price"": 0.252224545, ""fraction"": 0.3, ""r_multiple"": 1.0363925817499378, ""reason"": ""tp2""}, {""timestamp"": ""2024-11-12T00:00:00+00:00"", ""price"": 0.26656810428571426, ""fraction"": 0.30000000000000004, ""r_multiple"": 1.48407431500861, ""reason"": ""tp3""}]",crypto,13,20,rollover_other
DYDXUSDT,4h,long,2024-11-09T04:00:00+00:00,1879,1.14252846,1.0585185714285714,1.3098628571428574,1.4355350000000004,1.5612071428571435,100,"long reclaim above 1.13460000; valid pullback; ICT(6): bull_fvg[1864:1866]=1.05500000-1.10300000;bull_ob=0.89810000-0.93120000;ote=1.02330900-1.05100200;sellside_sweep=0.89850000;ny_killzone=False; DIV(4): regular_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1137.6417873309722,95.57315978787591,2024-11-13T04:00:00+00:00,1903,0.7826598513209772,74.80127502985495,closed,"[{""timestamp"": ""2024-11-11T00:00:00+00:00"", ""price"": 1.3096008845714289, ""fraction"": 0.4, ""r_multiple"": 0.7908191554968311, ""reason"": ""tp1""}, {""timestamp"": ""2024-11-13T04:00:00+00:00"", ""price"": 1.1422999543080001, ""fraction"": 0.6, ""r_multiple"": -0.008159304175854016, ""reason"": ""stop""}]",crypto,24,4,asia
HBARUSDT,4h,long,2024-11-15T08:00:00+00:00,1916,0.071324262,0.056492928571428576,0.10094414285714284,0.12316974999999998,0.14539535714285712,100,"long reclaim above 0.06993000; valid pullback; ICT(6): bull_fvg[1911:1913]=0.06273000-0.06290000;bull_ob=0.05341000-0.05614000;ote=0.05811110-0.06217580;sellside_sweep=0.05309000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",6707.438834487785,99.48026180603684,2024-11-18T16:00:00+00:00,1936,3.339001120945604,332.16470568231915,closed,"[{""timestamp"": ""2024-11-18T00:00:00+00:00"", ""price"": 0.10092395402857142, ""fraction"": 0.4, ""r_multiple"": 0.796443364566835, ""reason"": ""tp1""}, {""timestamp"": ""2024-11-18T04:00:00+00:00"", ""price"": 0.12314511604999999, ""fraction"": 0.3, ""r_multiple"": 1.046630093267965, ""reason"": ""tp2""}, {""timestamp"": ""2024-11-18T16:00:00+00:00"", ""price"": 0.14536627807142855, ""fraction"": 0.30000000000000004, ""r_multiple"": 1.4959276631108038, ""reason"": ""tp3""}]",crypto,20,8,london
COMPUSDT,4h,long,2024-11-22T20:00:00+00:00,1961,64.622922,51.763214285714284,90.30357142857143,109.57375,128.8439285714286,100,"long reclaim above 55.94000000; valid pullback; ICT(8): bull_fvg[1936:1938]=55.05000000-55.21000000;bull_ob=52.06000000-54.46000000;ote=53.98210000-54.83380000;sellside_sweep=51.15000000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",7.99410928668763,102.80190886286002,2024-12-04T16:00:00+00:00,2032,3.3385969961677864,343.214144129859,closed,"[{""timestamp"": ""2024-12-03T08:00:00+00:00"", ""price"": 90.28551071428572, ""fraction"": 0.4, ""r_multiple"": 0.7963050454952575, ""reason"": ""tp1""}, {""timestamp"": ""2024-12-04T08:00:00+00:00"", ""price"": 109.55183525000001, ""fraction"": 0.3, ""r_multiple"": 1.0465069115979906, ""reason"": ""tp2""}, {""timestamp"": ""2024-12-04T16:00:00+00:00"", ""price"": 128.8181597857143, ""fraction"": 0.30000000000000004, ""r_multiple"": 1.4957850390745384, ""reason"": ""tp3""}]",crypto,71,20,rollover_other
IOTXUSDT,4h,long,2024-12-05T04:00:00+00:00,2035,0.06599319599999999,0.05711692857142857,0.08370614285714285,0.09700075,0.11029535714285714,99,"long reclaim above 0.06537000; valid pullback; ICT(6): bull_fvg[2020:2022]=0.05688000-0.05929000;bull_ob=0.05200000-0.05565000;ote=0.05862480-0.06030440;sellside_sweep=0.05175000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=99",11968.324654370661,106.23405030415861,2024-12-05T20:00:00+00:00,2039,-1.0068342765330958,-106.96008318116805,closed,"[{""timestamp"": ""2024-12-05T20:00:00+00:00"", ""price"": 0.057105505185714285, ""fraction"": 1.0, ""r_multiple"": -1.0068342765330958, ""reason"": ""stop""}]",crypto,4,4,asia
ZRXUSDT,4h,long,2024-12-06T00:00:00+00:00,2040,0.83676732,0.6126885714285714,1.2844228571428573,1.6202900000000002,1.9561571428571434,100,"long reclaim above 0.69810000; valid pullback; ICT(6): bull_fvg[2027:2029]=0.65790000-0.65920000;bull_ob=0.53050000-0.56480000;ote=0.60811900-0.62748200;sellside_sweep=0.56390000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",469.3191574069511,105.16444947234693,2024-12-09T20:00:00+00:00,2063,-1.0031340368519936,-105.49403873251289,closed,"[{""timestamp"": ""2024-12-09T20:00:00+00:00"", ""price"": 0.6125660337142856, ""fraction"": 1.0, ""r_multiple"": -1.0031340368519936, ""reason"": ""stop""}]",crypto,23,0,asia
FLOKIUSDT,4h,long,2024-11-15T20:00:00+00:00,1919,0.000259581906,0.0002012922857142857,0.0003760054285714286,0.0004633620000000001,0.0005507185714285715,100,"long reclaim above 0.00024810; valid pullback; ICT(8): bull_fvg[1904:1906]=0.00020149-0.00021919;bull_ob=0.00019218-0.00021500;ote=0.00020647-0.00021570;sellside_sweep=0.00017917;ny_killzone=True; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1706654.8266813394,99.48026180603684,2024-12-18T20:00:00+00:00,2117,-1.0038530364298968,-99.86356287883116,closed,"[{""timestamp"": ""2024-12-18T20:00:00+00:00"", ""price"": 0.00020125202725714285, ""fraction"": 1.0, ""r_multiple"": -1.0038530364298968, ""reason"": ""stop""}]",crypto,198,20,rollover_other
FLOKIUSDT,4h,long,2025-01-03T12:00:00+00:00,2211,0.00019582915799999998,0.00017679557142857144,0.0002337788571428571,0.00026227049999999995,0.00029076214285714275,100,"long reclaim above 0.00018706; valid pullback; ICT(8): bull_fvg[2201:2203]=0.00018055-0.00018120;bull_ob=0.00017221-0.00017897;ote=0.00017931-0.00018095;sellside_sweep=0.00016875;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",5417311.817154526,103.11087345623349,2025-01-08T00:00:00+00:00,2238,-1.0096878673769356,-104.10979792339747,closed,"[{""timestamp"": ""2025-01-08T00:00:00+00:00"", ""price"": 0.00017676021231428574, ""fraction"": 1.0, ""r_multiple"": -1.0096878673769356, ""reason"": ""stop""}]",crypto,27,12,london
ONTUSDT,4h,long,2025-01-17T08:00:00+00:00,2294,0.27275454,0.2502085714285714,0.32,0.3514200000000001,0.38515714285714303,100,"long reclaim above 0.26840000; valid pullback; ICT(6): bull_fvg[2282:2284]=0.24980000-0.25700000;bull_ob=0.23830000-0.24530000;ote=0.25545700-0.26934600;sellside_sweep=0.24090000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",4527.185210678753,102.06977547699951,2025-01-18T08:00:00+00:00,2300,-1.0114968199902434,-103.24325331210314,closed,"[{""timestamp"": ""2025-01-18T08:00:00+00:00"", ""price"": 0.2501585297142857, ""fraction"": 1.0, ""r_multiple"": -1.0114968199902434, ""reason"": ""stop""}]",crypto,6,8,london
AGLDUSDT,4h,long,2024-12-25T00:00:00+00:00,2154,2.1684336,1.4475642857142859,3.6088714285714287,4.689525,5.770178571428572,100,"long reclaim above 1.84400000; valid pullback; ICT(6): bull_fvg[2147:2149]=1.61700000-1.68900000;bull_ob=1.13900000-1.21700000;ote=1.49363000-1.64714000;sellside_sweep=1.44200000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",143.03684650303455,103.11087345623349,2025-01-28T20:00:00+00:00,2363,-1.002407920786593,-103.35915627175252,closed,"[{""timestamp"": ""2025-01-28T20:00:00+00:00"", ""price"": 1.4472747728571431, ""fraction"": 1.0, ""r_multiple"": -1.002407920786593, ""reason"": ""stop""}]",crypto,209,0,asia
KNCUSDT,4h,long,2025-02-17T00:00:00+00:00,2478,0.4425885,0.4198935714285714,0.48771285714285717,0.5216225000000001,0.5555321428571429,100,"long reclaim above 0.43780000; valid pullback; ICT(6): bull_fvg[2452:2454]=0.43100000-0.43650000;bull_ob=0.40300000-0.42090000;ote=0.40462200-0.41281600;sellside_sweep=0.41780000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",4406.43604875933,100.00375138116097,2025-02-18T00:00:00+00:00,2484,-1.0189001674987181,-101.89383903276507,closed,"[{""timestamp"": ""2025-02-18T00:00:00+00:00"", ""price"": 0.4198095927142857, ""fraction"": 1.0, ""r_multiple"": -1.0189001674987181, ""reason"": ""stop""}]",crypto,6,0,asia
LDOUSDT,4h,long,2025-02-17T08:00:00+00:00,2480,1.8983796,1.7557142857142858,2.1825714285714284,2.3959999999999995,2.6094285714285705,100,"long reclaim above 1.87600000; valid pullback; ICT(6): bull_fvg[2462:2464]=1.84200000-1.84800000;bull_ob=1.46100000-1.60900000;ote=1.66894000-1.72232000;sellside_sweep=1.67600000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",700.9675188524425,100.00375138116097,2025-02-18T04:00:00+00:00,2485,-1.0127055406800245,-101.27435311248937,closed,"[{""timestamp"": ""2025-02-18T04:00:00+00:00"", ""price"": 1.755363142857143, ""fraction"": 1.0, ""r_multiple"": -1.0127055406800245, ""reason"": ""stop""}]",crypto,5,8,london
AGLDUSDT,4h,long,2025-02-26T00:00:00+00:00,2532,1.5593118,1.348,1.9809999999999997,2.2974999999999994,2.613999999999999,97,"long reclaim above 1.54200000; valid pullback; ICT(6): bull_fvg[2509:2511]=1.39100000-1.47000000;bull_ob=1.37500000-1.49400000;ote=1.38917000-1.41926000;sellside_sweep=1.35500000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=97",463.6374753312806,97.97206945970842,2025-02-28T00:00:00+00:00,2544,-1.0067786885540702,-98.63619160557352,closed,"[{""timestamp"": ""2025-02-28T00:00:00+00:00"", ""price"": 1.3477304, ""fraction"": 1.0, ""r_multiple"": -1.0067786885540702, ""reason"": ""stop""}]",crypto,12,0,asia
PROMUSDT,4h,long,2025-02-23T04:00:00+00:00,2515,6.8123622,5.872742857142857,8.687514285714286,10.0949,11.502285714285716,100,"long reclaim above 6.75100000; valid pullback; ICT(6): bull_fvg[2512:2514]=6.19300000-6.23800000;bull_ob=5.82100000-5.93400000;ote=5.80816000-5.89248000;sellside_sweep=5.70400000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",104.26782952530576,97.97206945970842,2025-03-07T20:00:00+00:00,2591,-1.0066496297914194,-98.62354745151471,closed,"[{""timestamp"": ""2025-03-07T20:00:00+00:00"", ""price"": 5.871568308571429, ""fraction"": 1.0, ""r_multiple"": -1.0066496297914194, ""reason"": ""stop""}]",crypto,76,4,asia
KAVAUSDT,4h,long,2025-03-16T00:00:00+00:00,2640,0.4915983,0.45694285714285715,0.5606142857142857,0.6124499999999999,0.6642857142857141,100,"long reclaim above 0.48220000; valid pullback; ICT(6): bull_fvg[2627:2629]=0.43610000-0.45680000;bull_ob=0.42310000-0.43280000;ote=0.43961900-0.44878200;sellside_sweep=0.42220000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2770.112402397163,95.99947206913754,2025-03-24T04:00:00+00:00,2689,0.7819341336142587,75.06526401980729,closed,"[{""timestamp"": ""2025-03-21T00:00:00+00:00"", ""price"": 0.5605021628571429, ""fraction"": 0.4, ""r_multiple"": 0.7904446404485644, ""reason"": ""tp1""}, {""timestamp"": ""2025-03-24T04:00:00+00:00"", ""price"": 0.49149998034, ""fraction"": 0.6, ""r_multiple"": -0.008510506834305778, ""reason"": ""stop""}]",crypto,49,0,asia
LDOUSDT,4h,long,2025-03-24T04:00:00+00:00,2689,1.0672134,1.0064785714285713,1.1880428571428572,1.278825,1.369607142857143,100,"long reclaim above 1.06200000; valid pullback; ICT(6): bull_fvg[2675:2677]=0.99900000-1.01600000;bull_ob=0.94500000-0.96100000;ote=0.97336000-0.99308000;sellside_sweep=0.97500000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",1592.9924721126088,96.75012470933562,2025-03-26T16:00:00+00:00,2704,-1.0169703613036327,-98.39200928182457,closed,"[{""timestamp"": ""2025-03-26T16:00:00+00:00"", ""price"": 1.0062772757142857, ""fraction"": 1.0, ""r_multiple"": -1.0169703613036327, ""reason"": ""stop""}]",crypto,15,4,asia
STORJUSDT,4h,long,2025-03-27T00:00:00+00:00,2706,0.31436286,0.3005292857142857,0.34184142857142863,0.3624975000000001,0.38315357142857154,100,"long reclaim above 0.31310000; valid pullback; ICT(6): bull_fvg[2688:2690]=0.29290000-0.30550000;bull_ob=0.28810000-0.29050000;ote=0.29779600-0.30248800;sellside_sweep=0.28740000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",6922.737583114258,95.76620461651737,2025-03-28T00:00:00+00:00,2712,-1.022122892230516,-97.88483004057412,closed,"[{""timestamp"": ""2025-03-28T00:00:00+00:00"", ""price"": 0.3004691798571429, ""fraction"": 1.0, ""r_multiple"": -1.022122892230516, ""reason"": ""stop""}]",crypto,6,0,asia
CKBUSDT,4h,long,2025-03-22T20:00:00+00:00,2681,0.005462092199999999,0.004893757142857142,0.006595485714285715,0.007446350000000001,0.008297214285714286,100,"long reclaim above 0.00530400; valid pullback; ICT(6): bull_fvg[2676:2678]=0.00505000-0.00514400;bull_ob=0.00493400-0.00498400;ote=0.00517225-0.00536350;sellside_sweep=0.00490600;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",168913.51477022658,95.99947206913754,2025-03-29T04:00:00+00:00,2719,-1.0090100014081236,-96.8644274476596,closed,"[{""timestamp"": ""2025-03-29T04:00:00+00:00"", ""price"": 0.0048927783914285705, ""fraction"": 1.0, ""r_multiple"": -1.0090100014081236, ""reason"": ""stop""}]",crypto,38,20,rollover_other
GMXUSDT,4h,long,2025-04-12T08:00:00+00:00,2804,14.822964,13.2035,18.053,20.47775,22.902500000000003,100,"long reclaim above 14.63000000; valid pullback; ICT(6): bull_fvg[2787:2789]=12.91000000-13.65000000;bull_ob=11.42000000-12.79000000;ote=12.01010000-12.48780000;sellside_sweep=11.42000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",57.93195281996699,93.81871204163505,2025-05-05T00:00:00+00:00,2940,-1.0085523539393273,-94.62108287314695,closed,"[{""timestamp"": ""2025-05-05T00:00:00+00:00"", ""price"": 13.200859300000001, ""fraction"": 1.0, ""r_multiple"": -1.0085523539393273, ""reason"": ""stop""}]",crypto,136,8,london
ZILUSDT,4h,long,2025-04-22T12:00:00+00:00,2865,0.012312462,0.011550214285714285,0.013829571428571429,0.01496925,0.016108928571428573,100,"long reclaim above 0.01214000; valid pullback; ICT(8): bull_fvg[2853:2855]=0.01157000-0.01176000;bull_ob=0.01161000-0.01176000;ote=0.01154830-0.01175740;sellside_sweep=0.01129000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",123081.65742359817,93.81871204163505,2025-05-06T12:00:00+00:00,2949,-1.0155516233530388,-95.27774531477377,closed,"[{""timestamp"": ""2025-05-06T12:00:00+00:00"", ""price"": 0.011547904242857142, ""fraction"": 1.0, ""r_multiple"": -1.0155516233530388, ""reason"": ""stop""}]",crypto,84,12,london
QNTUSDT,4h,long,2025-05-10T20:00:00+00:00,2975,101.72034000000001,92.72785714285715,119.64428571428572,133.1025,146.56071428571428,100,"long reclaim above 98.60000000; valid pullback; ICT(6): bull_fvg[2957:2959]=90.20000000-92.20000000;bull_ob=92.20000000-93.80000000;ote=93.78100000-94.81800000;sellside_sweep=88.20000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",10.221840310403557,91.91972375975584,2025-05-13T04:00:00+00:00,2989,-1.0107108830327811,-92.90426516935213,closed,"[{""timestamp"": ""2025-05-13T04:00:00+00:00"", ""price"": 92.70931157142857, ""fraction"": 1.0, ""r_multiple"": -1.0107108830327811, ""reason"": ""stop""}]",crypto,14,20,rollover_other
ZECUSDT,4h,long,2025-05-11T20:00:00+00:00,2981,45.239045999999995,40.397285714285715,54.89542857142856,62.14449999999998,69.3935714285714,100,"long reclaim above 43.88000000; valid pullback; ICT(6): bull_fvg[2969:2971]=42.18000000-42.30000000;bull_ob=37.23000000-38.04000000;ote=39.11930000-40.02540000;sellside_sweep=40.11000000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",18.98477378794795,91.91972375975584,2025-05-15T00:00:00+00:00,3000,-1.0087428446572646,-92.72336362552606,closed,"[{""timestamp"": ""2025-05-15T00:00:00+00:00"", ""price"": 40.38920625714286, ""fraction"": 1.0, ""r_multiple"": -1.0087428446572646, ""reason"": ""stop""}]",crypto,19,20,rollover_other
LQTYUSDT,4h,long,2025-05-13T12:00:00+00:00,2991,1.0092017999999998,0.8790285714285715,1.2689428571428567,1.4638999999999993,1.658857142857142,100,"long reclaim above 0.99800000; valid pullback; ICT(8): bull_fvg[2982:2984]=0.93000000-0.93400000;bull_ob=0.83500000-0.87700000;ote=0.89925000-0.92050000;sellside_sweep=0.83300000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",698.9968836651702,90.9906811080623,2025-05-17T04:00:00+00:00,3013,-1.0071522197827374,-91.64146645752814,closed,"[{""timestamp"": ""2025-05-17T04:00:00+00:00"", ""price"": 0.8788527657142858, ""fraction"": 1.0, ""r_multiple"": -1.0071522197827374, ""reason"": ""stop""}]",crypto,22,12,london
