path,trades,expectancy_r,net_r
end_of_data,1,1.179111433400481,1.179111433400481
stop,68,-0.9800077520314591,-66.64052713813922
tp1_only,12,0.7371392637055224,8.84567116446627
tp1_tp2_no_runner,5,2.5394545519578715,12.697272759789357
tp1_tp2_runner,8,3.327770417979948,26.622163343839585
