scenario,total_trades,wins,losses,breakevens,win_rate_total,net_r,expectancy_r,average_win_r,average_loss_r,profit_factor_r,max_drawdown_quote,ending_equity,skipped_signals
base_icr_only,1,1,0,0,1.0,2.8983769255583933,2.8983769255583933,2.8983769255583933,0.0,,0.0,10289.837692555839,0
icr_plus_htf_coil,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0
icr_plus_coinlegs,1,1,0,0,1.0,2.8983769255583933,2.8983769255583933,2.8983769255583933,0.0,,0.0,10289.837692555839,0
icr_plus_htf_coil_plus_coinlegs,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0
