score_bucket,events,pump_rate,avg_mfe_pct,avg_mae_pct,avg_close_return_pct,threshold
"(65.0, 70.0]",2,1.0,24.443350770084106,-0.7905700000000015,21.764531086187965,60.0
"(70.0, 75.0]",3,0.3333333333333333,9.095431519245352,-0.7330746500000096,7.857400508163799,60.0
"(75.0, 80.0]",28,0.5,9.48781087190041,-0.5350254102246301,7.772334080219991,60.0
